"","answers.0.subid","answers.0.itemid","answers.0.audioid","answers.0.trialnum","answers.0.age","answers.0.target","answers.0.leftpic","answers.0.rightpic","answers.0.person","answers.0.side","answers.0.chosenpic","answers.0.correct","answers.0.date","answers.0.timestamp","answers.0.reactiontime","answers.0.occurrence","answers.1.subid","answers.1.itemid","answers.1.audioid","answers.1.trialnum","answers.1.age","answers.1.target","answers.1.leftpic","answers.1.rightpic","answers.1.person","answers.1.side","answers.1.chosenpic","answers.1.correct","answers.1.date","answers.1.timestamp","answers.1.reactiontime","answers.1.occurrence","answers.2.subid","answers.2.itemid","answers.2.audioid","answers.2.trialnum","answers.2.age","answers.2.target","answers.2.leftpic","answers.2.rightpic","answers.2.person","answers.2.side","answers.2.chosenpic","answers.2.correct","answers.2.date","answers.2.timestamp","answers.2.reactiontime","answers.2.occurrence","answers.3.subid","answers.3.itemid","answers.3.audioid","answers.3.trialnum","answers.3.age","answers.3.target","answers.3.leftpic","answers.3.rightpic","answers.3.person","answers.3.side","answers.3.chosenpic","answers.3.correct","answers.3.date","answers.3.timestamp","answers.3.reactiontime","answers.3.occurrence","answers.4.subid","answers.4.itemid","answers.4.audioid","answers.4.trialnum","answers.4.age","answers.4.target","answers.4.leftpic","answers.4.rightpic","answers.4.person","answers.4.side","answers.4.chosenpic","answers.4.correct","answers.4.date","answers.4.timestamp","answers.4.reactiontime","answers.4.occurrence","answers.5.subid","answers.5.itemid","answers.5.audioid","answers.5.trialnum","answers.5.age","answers.5.target","answers.5.leftpic","answers.5.rightpic","answers.5.person","answers.5.side","answers.5.chosenpic","answers.5.correct","answers.5.date","answers.5.timestamp","answers.5.reactiontime","answers.5.occurrence","answers.6.subid","answers.6.itemid","answers.6.audioid","answers.6.trialnum","answers.6.age","answers.6.target","answers.6.leftpic","answers.6.rightpic","answers.6.person","answers.6.side","answers.6.chosenpic","answers.6.correct","answers.6.date","answers.6.timestamp","answers.6.reactiontime","answers.6.occurrence","answers.7.subid","answers.7.itemid","answers.7.audioid","answers.7.trialnum","answers.7.age","answers.7.target","answers.7.leftpic","answers.7.rightpic","answers.7.person","answers.7.side","answers.7.chosenpic","answers.7.correct","answers.7.date","answers.7.timestamp","answers.7.reactiontime","answers.7.occurrence","answers.8.subid","answers.8.itemid","answers.8.audioid","answers.8.trialnum","answers.8.age","answers.8.target","answers.8.leftpic","answers.8.rightpic","answers.8.person","answers.8.side","answers.8.chosenpic","answers.8.correct","answers.8.date","answers.8.timestamp","answers.8.reactiontime","answers.8.occurrence","answers.9.subid","answers.9.itemid","answers.9.audioid","answers.9.trialnum","answers.9.age","answers.9.target","answers.9.leftpic","answers.9.rightpic","answers.9.person","answers.9.side","answers.9.chosenpic","answers.9.correct","answers.9.date","answers.9.timestamp","answers.9.reactiontime","answers.9.occurrence","answers.10.subid","answers.10.itemid","answers.10.audioid","answers.10.trialnum","answers.10.age","answers.10.target","answers.10.leftpic","answers.10.rightpic","answers.10.person","answers.10.side","answers.10.chosenpic","answers.10.correct","answers.10.date","answers.10.timestamp","answers.10.reactiontime","answers.10.occurrence"
"78","8535-747b0f0c-628b-4df0-96cb-36f08d258347",85,"05_37",0,"mturk","A1","A1","H1","child","R","H1",FALSE,"7/8/2020","10:52:18",1080,2,"8535-747b0f0c-628b-4df0-96cb-36f08d258347",85,"58_31",1,"mturk","B1","B1","I1","child","L","B1",TRUE,"7/8/2020","10:52:18",2011,2,"8535-747b0f0c-628b-4df0-96cb-36f08d258347",85,"09_37",2,"mturk","C1","A1","C1","child","R","C1",TRUE,"7/8/2020","10:52:18",232,2,"8535-747b0f0c-628b-4df0-96cb-36f08d258347",85,"70_36",3,"mturk","D1","D1","E1","parent","L","D1",TRUE,"7/8/2020","10:52:18",3871,2,"8535-747b0f0c-628b-4df0-96cb-36f08d258347",85,"44_32",4,"mturk","E1","E1","B1","parent","R","B1",FALSE,"7/8/2020","10:52:18",1481,2,"8535-747b0f0c-628b-4df0-96cb-36f08d258347",85,"57_07",5,"mturk","F1","B1","F1","parent","R","F1",TRUE,"7/8/2020","10:52:18",990,1,"8535-747b0f0c-628b-4df0-96cb-36f08d258347",85,"34_09",6,"mturk","G1","D1","G1","parent","R","G1",TRUE,"7/8/2020","10:52:18",1309,1,"8535-747b0f0c-628b-4df0-96cb-36f08d258347",85,"07_03",7,"mturk","H1","H1","E1","parent","L","H1",TRUE,"7/8/2020","10:52:18",3917,1,"8535-747b0f0c-628b-4df0-96cb-36f08d258347",85,"56_06",8,"mturk","I1","C1","I1","child","L","C1",FALSE,"7/8/2020","10:52:18",5467,1,"8535-747b0f0c-628b-4df0-96cb-36f08d258347",85,"32_06",9,"mturk","K1","F1","K1","child","R","K1",TRUE,"7/8/2020","10:52:18",2417,1,"8535-747b0f0c-628b-4df0-96cb-36f08d258347",85,"finalcheck",10,"mturk","A1","A1","B1","check","L","A1",TRUE,"7/8/2020","10:52:18",3577,"check"
"79","8938-b3576949-f74a-4d99-a7e3-b65987f7d528",11,"36_38",0,"mturk","A1","A1","K1","parent","L","A1",TRUE,"7/8/2020","14:12:20",12100,2,"8938-b3576949-f74a-4d99-a7e3-b65987f7d528",11,"18_40",1,"mturk","B1","K1","B1","parent","R","B1",TRUE,"7/8/2020","14:12:20",1392,2,"8938-b3576949-f74a-4d99-a7e3-b65987f7d528",11,"37_02",2,"mturk","C1","C1","H1","child","L","C1",TRUE,"7/8/2020","14:12:20",3491,1,"8938-b3576949-f74a-4d99-a7e3-b65987f7d528",11,"12_39",3,"mturk","D1","H1","D1","child","R","D1",TRUE,"7/8/2020","14:12:20",6546,2,"8938-b3576949-f74a-4d99-a7e3-b65987f7d528",11,"52_03",4,"mturk","E1","E1","A1","parent","L","E1",TRUE,"7/8/2020","14:12:20",3134,1,"8938-b3576949-f74a-4d99-a7e3-b65987f7d528",11,"43_09",5,"mturk","F1","F1","C1","parent","L","F1",TRUE,"7/8/2020","14:12:20",1430,1,"8938-b3576949-f74a-4d99-a7e3-b65987f7d528",11,"52_08",6,"mturk","G1","E1","G1","child","R","G1",TRUE,"7/8/2020","14:12:20",4163,1,"8938-b3576949-f74a-4d99-a7e3-b65987f7d528",11,"36_39",7,"mturk","H1","C1","H1","child","R","H1",TRUE,"7/8/2020","14:12:20",2801,2,"8938-b3576949-f74a-4d99-a7e3-b65987f7d528",11,"73_08",8,"mturk","I1","I1","B1","child","L","I1",TRUE,"7/8/2020","14:12:20",2183,1,"8938-b3576949-f74a-4d99-a7e3-b65987f7d528",11,"18_34",9,"mturk","K1","K1","B1","parent","L","K1",TRUE,"7/8/2020","14:12:20",1899,2,"8938-b3576949-f74a-4d99-a7e3-b65987f7d528",11,"finalcheck",10,"mturk","A1","A1","B1","check","L","A1",TRUE,"7/8/2020","14:12:20",127,"check"
"80","0251-36043590-9409-4c7b-a073-9543b0c57961",99,"69_03",0,"mturk","A1","H1","A1","parent","R","A1",TRUE,"7/8/2020","13:39:42",264,1,"0251-36043590-9409-4c7b-a073-9543b0c57961",99,"05_04",1,"mturk","B1","I1","B1","child","R","B1",TRUE,"7/8/2020","13:39:42",585,1,"0251-36043590-9409-4c7b-a073-9543b0c57961",99,"61_03",2,"mturk","C1","H1","C1","parent","R","C1",TRUE,"7/8/2020","13:39:42",1015,1,"0251-36043590-9409-4c7b-a073-9543b0c57961",99,"74_08",3,"mturk","D1","D1","F1","child","L","D1",TRUE,"7/8/2020","13:39:42",656,1,"0251-36043590-9409-4c7b-a073-9543b0c57961",99,"57_02",4,"mturk","E1","I1","E1","child","L","I1",FALSE,"7/8/2020","13:39:42",2992,1,"0251-36043590-9409-4c7b-a073-9543b0c57961",99,"21_35",5,"mturk","F1","C1","F1","child","R","F1",TRUE,"7/8/2020","13:39:42",211,2,"0251-36043590-9409-4c7b-a073-9543b0c57961",99,"07_37",6,"mturk","G1","G1","E1","child","L","G1",TRUE,"7/8/2020","13:39:42",345,2,"0251-36043590-9409-4c7b-a073-9543b0c57961",99,"43_35",7,"mturk","H1","H1","E1","child","R","E1",FALSE,"7/8/2020","13:39:42",1210,2,"0251-36043590-9409-4c7b-a073-9543b0c57961",99,"34_36",8,"mturk","I1","I1","C1","parent","L","I1",TRUE,"7/8/2020","13:39:42",407,2,"0251-36043590-9409-4c7b-a073-9543b0c57961",99,"finalcheck",9,"mturk","A1","A1","B1","check","L","A1",TRUE,"7/8/2020","13:39:42",1254,1,,,,,,,,,,,,,,,,
"81","3201-2d0ae8ea-f7d6-4fba-8d1b-e526f9e67858",70,"45_38",0,"mturk","A1","A1","H1","parent","L","A1",TRUE,"7/8/2020","10:49:31",366,2,"3201-2d0ae8ea-f7d6-4fba-8d1b-e526f9e67858",70,"50_34",1,"mturk","B1","I1","B1","parent","R","B1",TRUE,"7/8/2020","10:49:31",1165,2,"3201-2d0ae8ea-f7d6-4fba-8d1b-e526f9e67858",70,"39_38",2,"mturk","C1","C1","E1","parent","L","C1",TRUE,"7/8/2020","10:49:31",1134,2,"3201-2d0ae8ea-f7d6-4fba-8d1b-e526f9e67858",70,"14_01",3,"mturk","D1","F1","D1","parent","R","D1",TRUE,"7/8/2020","10:49:31",1409,1,"3201-2d0ae8ea-f7d6-4fba-8d1b-e526f9e67858",70,"16_01",4,"mturk","E1","H1","E1","parent","R","E1",TRUE,"7/8/2020","10:49:31",475,1,"3201-2d0ae8ea-f7d6-4fba-8d1b-e526f9e67858",70,"61_06",5,"mturk","F1","C1","F1","child","R","F1",TRUE,"7/8/2020","10:49:31",521,1,"3201-2d0ae8ea-f7d6-4fba-8d1b-e526f9e67858",70,"50_08",6,"mturk","G1","C1","G1","child","L","C1",FALSE,"7/8/2020","10:49:31",5719,1,"3201-2d0ae8ea-f7d6-4fba-8d1b-e526f9e67858",70,"71_02",7,"mturk","H1","H1","E1","child","L","H1",TRUE,"7/8/2020","10:49:31",1401,1,"3201-2d0ae8ea-f7d6-4fba-8d1b-e526f9e67858",70,"65_31",8,"mturk","I1","C1","I1","child","R","I1",TRUE,"7/8/2020","10:49:31",426,2,"3201-2d0ae8ea-f7d6-4fba-8d1b-e526f9e67858",70,"50_31",9,"mturk","K1","K1","A1","child","L","K1",TRUE,"7/8/2020","10:49:31",336,2,"3201-2d0ae8ea-f7d6-4fba-8d1b-e526f9e67858",70,"finalcheck",10,"mturk","A1","A1","B1","check","L","A1",TRUE,"7/8/2020","10:49:31",583,"check"
"82","7013-f9a196d2-0305-4923-a2a7-81a12c980a1b",15,"07_38",0,"mturk","A1","K1","A1","parent","R","A1",TRUE,"7/8/2020","11:11:51",1410,2,"7013-f9a196d2-0305-4923-a2a7-81a12c980a1b",15,"36_32",1,"mturk","B1","B1","C1","parent","L","B1",TRUE,"7/8/2020","11:11:51",2110,2,"7013-f9a196d2-0305-4923-a2a7-81a12c980a1b",15,"43_07",2,"mturk","C1","C1","H1","parent","L","C1",TRUE,"7/8/2020","11:11:51",1197,1,"7013-f9a196d2-0305-4923-a2a7-81a12c980a1b",15,"43_39",3,"mturk","D1","D1","E1","child","L","D1",TRUE,"7/8/2020","11:11:51",4529,2,"7013-f9a196d2-0305-4923-a2a7-81a12c980a1b",15,"68_37",4,"mturk","E1","A1","E1","child","L","A1",FALSE,"7/8/2020","11:11:51",1304,2,"7013-f9a196d2-0305-4923-a2a7-81a12c980a1b",15,"17_01",5,"mturk","F1","C1","F1","parent","R","F1",TRUE,"7/8/2020","11:11:51",1726,1,"7013-f9a196d2-0305-4923-a2a7-81a12c980a1b",15,"75_05",6,"mturk","G1","D1","G1","parent","R","G1",TRUE,"7/8/2020","11:11:51",2989,1,"7013-f9a196d2-0305-4923-a2a7-81a12c980a1b",15,"14_31",7,"mturk","H1","H1","A1","child","L","H1",TRUE,"7/8/2020","11:11:51",2446,2,"7013-f9a196d2-0305-4923-a2a7-81a12c980a1b",15,"43_10",8,"mturk","I1","I1","C1","child","L","I1",TRUE,"7/8/2020","11:11:51",444,1,"7013-f9a196d2-0305-4923-a2a7-81a12c980a1b",15,"18_04",9,"mturk","K1","K1","A1","child","L","K1",TRUE,"7/8/2020","11:11:51",3315,1,"7013-f9a196d2-0305-4923-a2a7-81a12c980a1b",15,"finalcheck",10,"mturk","A1","A1","B1","check","L","A1",TRUE,"7/8/2020","11:11:51",442,"check"
"83","9597-47c095d0-434c-4e47-a55d-082a5446258f",26,"61_38",0,"mturk","A1","A1","I1","parent","L","A1",TRUE,"7/8/2020","13:15:07",3223,2,"9597-47c095d0-434c-4e47-a55d-082a5446258f",26,"55_32",1,"mturk","B1","I1","B1","parent","L","I1",FALSE,"7/8/2020","13:15:07",403,2,"9597-47c095d0-434c-4e47-a55d-082a5446258f",26,"16_36",2,"mturk","C1","C1","H1","parent","L","C1",TRUE,"7/8/2020","13:15:07",613,2,"9597-47c095d0-434c-4e47-a55d-082a5446258f",26,"75_03",3,"mturk","D1","D1","E1","parent","R","E1",FALSE,"7/8/2020","13:15:07",1302,1,"9597-47c095d0-434c-4e47-a55d-082a5446258f",26,"47_03",4,"mturk","E1","E1","H1","parent","L","E1",TRUE,"7/8/2020","13:15:07",1542,1,"9597-47c095d0-434c-4e47-a55d-082a5446258f",26,"60_02",5,"mturk","F1","G1","F1","child","R","F1",TRUE,"7/8/2020","13:15:07",2112,1,"9597-47c095d0-434c-4e47-a55d-082a5446258f",26,"43_06",6,"mturk","G1","G1","D1","child","L","G1",TRUE,"7/8/2020","13:15:07",2042,1,"9597-47c095d0-434c-4e47-a55d-082a5446258f",26,"39_06",7,"mturk","H1","H1","E1","child","L","H1",TRUE,"7/8/2020","13:15:07",3882,1,"9597-47c095d0-434c-4e47-a55d-082a5446258f",26,"10_40",8,"mturk","I1","C1","I1","parent","R","I1",TRUE,"7/8/2020","13:15:07",1542,2,"9597-47c095d0-434c-4e47-a55d-082a5446258f",26,"71_36",9,"mturk","K1","D1","K1","parent","R","K1",TRUE,"7/8/2020","13:15:07",1532,2,"9597-47c095d0-434c-4e47-a55d-082a5446258f",26,"finalcheck",10,"mturk","A1","A1","B1","check","L","A1",TRUE,"7/8/2020","13:15:07",1822,"check"
"84","2530-2b655ef5-4ac6-4ae1-a95c-d026af1cca4b",97,"56_37",0,"mturk","A1","I1","A1","child","R","A1",TRUE,"7/8/2020","8:05:15",4152,2,"2530-2b655ef5-4ac6-4ae1-a95c-d026af1cca4b",97,"52_35",1,"mturk","B1","C1","B1","child","R","B1",TRUE,"7/8/2020","8:05:15",2421,2,"2530-2b655ef5-4ac6-4ae1-a95c-d026af1cca4b",97,"66_40",2,"mturk","C1","C1","E1","parent","L","C1",TRUE,"7/8/2020","8:05:15",3028,2,"2530-2b655ef5-4ac6-4ae1-a95c-d026af1cca4b",97,"50_32",3,"mturk","D1","K1","D1","parent","R","D1",TRUE,"7/8/2020","8:05:15",3394,2,"2530-2b655ef5-4ac6-4ae1-a95c-d026af1cca4b",97,"31_34",4,"mturk","E1","B1","E1","parent","R","E1",TRUE,"7/8/2020","8:05:15",3838,2,"2530-2b655ef5-4ac6-4ae1-a95c-d026af1cca4b",97,"42_04",5,"mturk","F1","F1","B1","child","L","F1",TRUE,"7/8/2020","8:05:15",7087,1,"2530-2b655ef5-4ac6-4ae1-a95c-d026af1cca4b",97,"10_09",6,"mturk","G1","D1","G1","parent","R","G1",TRUE,"7/8/2020","8:05:15",2559,1,"2530-2b655ef5-4ac6-4ae1-a95c-d026af1cca4b",97,"68_05",7,"mturk","H1","A1","H1","parent","R","H1",TRUE,"7/8/2020","8:05:15",10122,1,"2530-2b655ef5-4ac6-4ae1-a95c-d026af1cca4b",97,"09_04",8,"mturk","I1","I1","A1","child","L","I1",TRUE,"7/8/2020","8:05:15",3432,1,"2530-2b655ef5-4ac6-4ae1-a95c-d026af1cca4b",97,"21_10",9,"mturk","K1","K1","D1","child","R","D1",FALSE,"7/8/2020","8:05:15",3964,1,"2530-2b655ef5-4ac6-4ae1-a95c-d026af1cca4b",97,"finalcheck",10,"mturk","A1","A1","B1","check","L","A1",TRUE,"7/8/2020","8:05:15",2819,"check"
"85","3818-0a251078-926e-4a53-bbbb-34e32a205099",78,"54_36",0,"mturk","A1","K1","A1","parent","L","K1",FALSE,"7/8/2020","10:37:03",2905,2,"3818-0a251078-926e-4a53-bbbb-34e32a205099",78,"07_40",1,"mturk","B1","B1","C1","parent","L","B1",TRUE,"7/8/2020","10:37:03",2845,2,"3818-0a251078-926e-4a53-bbbb-34e32a205099",78,"28_34",2,"mturk","C1","C1","E1","parent","L","C1",TRUE,"7/8/2020","10:37:03",3522,2,"3818-0a251078-926e-4a53-bbbb-34e32a205099",78,"39_07",3,"mturk","D1","D1","E1","parent","L","D1",TRUE,"7/8/2020","10:37:03",2458,1,"3818-0a251078-926e-4a53-bbbb-34e32a205099",78,"37_09",4,"mturk","E1","E1","A1","parent","L","E1",TRUE,"7/8/2020","10:37:03",3780,1,"3818-0a251078-926e-4a53-bbbb-34e32a205099",78,"37_04",5,"mturk","F1","F1","G1","child","R","G1",FALSE,"7/8/2020","10:37:03",1365,1,"3818-0a251078-926e-4a53-bbbb-34e32a205099",78,"14_06",6,"mturk","G1","G1","D1","child","L","G1",TRUE,"7/8/2020","10:37:03",4344,1,"3818-0a251078-926e-4a53-bbbb-34e32a205099",78,"11_08",7,"mturk","H1","H1","A1","child","L","H1",TRUE,"7/8/2020","10:37:03",2560,1,"3818-0a251078-926e-4a53-bbbb-34e32a205099",78,"16_33",8,"mturk","I1","B1","I1","child","R","I1",TRUE,"7/8/2020","10:37:03",2141,2,"3818-0a251078-926e-4a53-bbbb-34e32a205099",78,"04_35",9,"mturk","K1","A1","K1","child","R","K1",TRUE,"7/8/2020","10:37:03",2691,2,"3818-0a251078-926e-4a53-bbbb-34e32a205099",78,"finalcheck",10,"mturk","A1","A1","B1","check","R","B1",FALSE,"7/8/2020","10:37:03",2964,"check"
"86","8350-0e61041b-d8c3-484d-a463-12a7849a89c4",75,"67_09",0,"mturk","A1","H1","A1","parent","R","A1",TRUE,"7/8/2020","11:35:02",1552,1,"8350-0e61041b-d8c3-484d-a463-12a7849a89c4",75,"66_09",1,"mturk","B1","I1","B1","parent","R","B1",TRUE,"7/8/2020","11:35:02",1556,1,"8350-0e61041b-d8c3-484d-a463-12a7849a89c4",75,"13_36",2,"mturk","C1","A1","C1","parent","R","C1",TRUE,"7/8/2020","11:35:02",1769,1,"8350-0e61041b-d8c3-484d-a463-12a7849a89c4",75,"11_35",3,"mturk","D1","H1","D1","child","R","D1",TRUE,"7/8/2020","11:35:02",3328,1,"8350-0e61041b-d8c3-484d-a463-12a7849a89c4",75,"46_02",4,"mturk","E1","E1","H1","child","L","E1",TRUE,"7/8/2020","11:35:02",927,1,"8350-0e61041b-d8c3-484d-a463-12a7849a89c4",75,"73_37",5,"mturk","F1","F1","C1","child","L","F1",TRUE,"7/8/2020","11:35:02",2208,2,"8350-0e61041b-d8c3-484d-a463-12a7849a89c4",75,"30_39",6,"mturk","G1","G1","K1","child","L","G1",TRUE,"7/8/2020","11:35:02",1264,2,"8350-0e61041b-d8c3-484d-a463-12a7849a89c4",75,"53_39",7,"mturk","H1","D1","H1","child","L","D1",FALSE,"7/8/2020","11:35:02",3744,2,"8350-0e61041b-d8c3-484d-a463-12a7849a89c4",75,"39_40",8,"mturk","I1","I1","C1","parent","L","I1",TRUE,"7/8/2020","11:35:02",2888,2,"8350-0e61041b-d8c3-484d-a463-12a7849a89c4",75,"15_36",9,"mturk","K1","K1","F1","parent","L","K1",TRUE,"7/8/2020","11:35:02",3653,2,"8350-0e61041b-d8c3-484d-a463-12a7849a89c4",75,"finalcheck",10,"mturk","A1","A1","B1","check","L","A1",TRUE,"7/8/2020","11:35:02",585,"check"
"87","7829-6b45b045-9c96-4212-a22f-528cc3b90cb2",81,"67_35",0,"mturk","A1","D1","A1","child","R","A1",TRUE,"7/8/2020","12:36:20",2645,2,"7829-6b45b045-9c96-4212-a22f-528cc3b90cb2",81,"40_39",1,"mturk","B1","D1","B1","child","R","B1",TRUE,"7/8/2020","12:36:20",1672,2,"7829-6b45b045-9c96-4212-a22f-528cc3b90cb2",81,"35_35",2,"mturk","C1","A1","C1","child","R","C1",TRUE,"7/8/2020","12:36:20",1119,2,"7829-6b45b045-9c96-4212-a22f-528cc3b90cb2",81,"28_36",3,"mturk","D1","D1","K1","parent","L","D1",TRUE,"7/8/2020","12:36:20",894,2,"7829-6b45b045-9c96-4212-a22f-528cc3b90cb2",81,"43_40",4,"mturk","E1","E1","A1","parent","L","E1",TRUE,"7/8/2020","12:36:20",429,2,"7829-6b45b045-9c96-4212-a22f-528cc3b90cb2",81,"52_09",5,"mturk","F1","B1","F1","parent","R","F1",TRUE,"7/8/2020","12:36:20",1199,1,"7829-6b45b045-9c96-4212-a22f-528cc3b90cb2",81,"67_07",6,"mturk","G1","G1","C1","parent","L","G1",TRUE,"7/8/2020","12:36:20",6995,1,"7829-6b45b045-9c96-4212-a22f-528cc3b90cb2",81,"66_03",7,"mturk","H1","H1","E1","parent","L","H1",TRUE,"7/8/2020","12:36:20",1365,1,"7829-6b45b045-9c96-4212-a22f-528cc3b90cb2",81,"18_10",8,"mturk","I1","I1","B1","child","L","I1",TRUE,"7/8/2020","12:36:20",3519,1,"7829-6b45b045-9c96-4212-a22f-528cc3b90cb2",81,"30_06",9,"mturk","K1","D1","K1","child","R","K1",TRUE,"7/8/2020","12:36:20",2869,1,"7829-6b45b045-9c96-4212-a22f-528cc3b90cb2",81,"finalcheck",10,"mturk","A1","A1","B1","check","L","A1",TRUE,"7/8/2020","12:36:20",1101,"check"
"88","6596-05bc3857-35ed-4170-b5b5-c5c66c8fa00b",70,"45_38",0,"mturk","A1","A1","H1","parent","L","A1",TRUE,"7/8/2020","11:30:08",1283,2,"6596-05bc3857-35ed-4170-b5b5-c5c66c8fa00b",70,"50_34",1,"mturk","B1","I1","B1","parent","R","B1",TRUE,"7/8/2020","11:30:08",726,2,"6596-05bc3857-35ed-4170-b5b5-c5c66c8fa00b",70,"39_38",2,"mturk","C1","C1","E1","parent","L","C1",TRUE,"7/8/2020","11:30:08",617,2,"6596-05bc3857-35ed-4170-b5b5-c5c66c8fa00b",70,"14_01",3,"mturk","D1","F1","D1","parent","R","D1",TRUE,"7/8/2020","11:30:08",553,1,"6596-05bc3857-35ed-4170-b5b5-c5c66c8fa00b",70,"16_01",4,"mturk","E1","H1","E1","parent","R","E1",TRUE,"7/8/2020","11:30:08",392,1,"6596-05bc3857-35ed-4170-b5b5-c5c66c8fa00b",70,"61_06",5,"mturk","F1","C1","F1","child","R","F1",TRUE,"7/8/2020","11:30:08",522,1,"6596-05bc3857-35ed-4170-b5b5-c5c66c8fa00b",70,"50_08",6,"mturk","G1","C1","G1","child","R","G1",TRUE,"7/8/2020","11:30:08",5264,1,"6596-05bc3857-35ed-4170-b5b5-c5c66c8fa00b",70,"71_02",7,"mturk","H1","H1","E1","child","L","H1",TRUE,"7/8/2020","11:30:08",5163,1,"6596-05bc3857-35ed-4170-b5b5-c5c66c8fa00b",70,"65_31",8,"mturk","I1","C1","I1","child","R","I1",TRUE,"7/8/2020","11:30:08",5180,2,"6596-05bc3857-35ed-4170-b5b5-c5c66c8fa00b",70,"50_31",9,"mturk","K1","K1","A1","child","L","K1",TRUE,"7/8/2020","11:30:08",1837,2,"6596-05bc3857-35ed-4170-b5b5-c5c66c8fa00b",70,"finalcheck",10,"mturk","A1","A1","B1","check","L","A1",TRUE,"7/8/2020","11:30:08",1627,"check"
"89","7296-00383b78-c23e-4426-a28f-395802902951",53,"20_33",0,"mturk","A1","A1","I1","child","L","A1",TRUE,"7/8/2020","12:36:53",1463,2,"7296-00383b78-c23e-4426-a28f-395802902951",53,"61_33",1,"mturk","B1","B1","D1","child","L","B1",TRUE,"7/8/2020","12:36:53",1482,2,"7296-00383b78-c23e-4426-a28f-395802902951",53,"61_37",2,"mturk","C1","E1","C1","child","L","E1",FALSE,"7/8/2020","12:36:53",3230,2,"7296-00383b78-c23e-4426-a28f-395802902951",53,"05_36",3,"mturk","D1","F1","D1","parent","R","D1",TRUE,"7/8/2020","12:36:53",1658,2,"7296-00383b78-c23e-4426-a28f-395802902951",53,"73_38",4,"mturk","E1","E1","A1","parent","L","E1",TRUE,"7/8/2020","12:36:53",690,2,"7296-00383b78-c23e-4426-a28f-395802902951",53,"44_07",5,"mturk","F1","B1","F1","parent","R","F1",TRUE,"7/8/2020","12:36:53",1099,1,"7296-00383b78-c23e-4426-a28f-395802902951",53,"13_05",6,"mturk","G1","D1","G1","parent","R","G1",TRUE,"7/8/2020","12:36:53",991,1,"7296-00383b78-c23e-4426-a28f-395802902951",53,"14_05",7,"mturk","H1","H1","E1","parent","L","H1",TRUE,"7/8/2020","12:36:53",494,1,"7296-00383b78-c23e-4426-a28f-395802902951",53,"66_06",8,"mturk","I1","A1","I1","child","R","I1",TRUE,"7/8/2020","12:36:53",548,1,"7296-00383b78-c23e-4426-a28f-395802902951",53,"66_02",9,"mturk","K1","K1","D1","child","L","K1",TRUE,"7/8/2020","12:36:53",749,1,"7296-00383b78-c23e-4426-a28f-395802902951",53,"finalcheck",10,"mturk","A1","A1","B1","check","L","A1",TRUE,"7/8/2020","12:36:53",1267,"check"
"90","6922-fbef6d94-e238-484d-a94a-5de1cf61ebfb",31,"34_05",0,"mturk","A1","D1","A1","parent","R","A1",TRUE,"7/8/2020","11:36:46",381,1,"6922-fbef6d94-e238-484d-a94a-5de1cf61ebfb",31,"15_07",1,"mturk","B1","C1","B1","parent","R","B1",TRUE,"7/8/2020","11:36:46",743,1,"6922-fbef6d94-e238-484d-a94a-5de1cf61ebfb",31,"42_07",2,"mturk","C1","A1","C1","parent","R","C1",TRUE,"7/8/2020","11:36:46",430,1,"6922-fbef6d94-e238-484d-a94a-5de1cf61ebfb",31,"58_10",3,"mturk","D1","D1","H1","child","L","D1",TRUE,"7/8/2020","11:36:46",554,1,"6922-fbef6d94-e238-484d-a94a-5de1cf61ebfb",31,"59_02",4,"mturk","E1","A1","E1","child","L","A1",FALSE,"7/8/2020","11:36:46",3857,1,"6922-fbef6d94-e238-484d-a94a-5de1cf61ebfb",31,"45_39",5,"mturk","F1","F1","G1","child","L","F1",TRUE,"7/8/2020","11:36:46",2488,2,"6922-fbef6d94-e238-484d-a94a-5de1cf61ebfb",31,"43_32",6,"mturk","G1","G1","C1","parent","L","G1",TRUE,"7/8/2020","11:36:46",771,2,"6922-fbef6d94-e238-484d-a94a-5de1cf61ebfb",31,"38_37",7,"mturk","H1","C1","H1","child","L","C1",FALSE,"7/8/2020","11:36:46",249,2,"6922-fbef6d94-e238-484d-a94a-5de1cf61ebfb",31,"38_40",8,"mturk","I1","I1","E1","parent","L","I1",TRUE,"7/8/2020","11:36:46",747,2,"6922-fbef6d94-e238-484d-a94a-5de1cf61ebfb",31,"52_36",9,"mturk","K1","D1","K1","parent","R","K1",TRUE,"7/8/2020","11:36:46",1023,2,"6922-fbef6d94-e238-484d-a94a-5de1cf61ebfb",31,"finalcheck",10,"mturk","A1","A1","B1","check","L","A1",TRUE,"7/8/2020","11:36:46",223,"check"
